path,case_number,stain,width,height
/content/Patches_Apr27/case_065_match_6_melan_patch87.png,65,melan,112,112
/content/Patches_Apr27/case_19_match_2_melan_patch34.png,19,melan,268,268
/content/Patches_Apr27/case_19_unmatched_1_melan_patch1.png,19,melan,172,171
/content/Patches_Apr27/case_97_match_4_melan_patch90.png,97,melan,293,292
/content/Patches_Apr27/case_24_match_1_melan_patch55.png,24,melan,92,91
/content/Patches_Apr27/case_80_match_1_melan_patch47.png,80,melan,312,312
/content/Patches_Apr27/case_070_match_1_melan_patch53.png,70,melan,184,183
/content/Patches_Apr27/case_42_match_1_melan_patch8.png,42,melan,184,184
/content/Patches_Apr27/case_44_match_1_melan_patch101.png,44,melan,91,91
/content/Patches_Apr27/case_28_unmatched_1_melan_patch49.png,28,melan,95,95
/content/Patches_Apr27/case_053_match_1_melan_patch123.png,53,melan,276,276
/content/Patches_Apr27/case_15_match_1_melan_patch181.png,15,melan,95,95
/content/Patches_Apr27/case_068_match_3_melan_patch4.png,68,melan,51,52
/content/Patches_Apr27/case_19_match_2_melan_patch95.png,19,melan,55,56
/content/Patches_Apr27/case_065_match_7_melan_patch23.png,65,melan,452,452
/content/Patches_Apr27/case_066_match_4_melan_patch124.png,66,melan,125,125
/content/Patches_Apr27/case_40_match_3_melan_patch4.png,40,melan,1563,1563
/content/Patches_Apr27/case_073_match_1_melan_patch38.png,73,melan,324,324
/content/Patches_Apr27/case_15_unmatched_10_melan_patch124.png,15,melan,163,163
/content/Patches_Apr27/case_073_match_1_melan_patch208.png,73,melan,96,95
/content/Patches_Apr27/case_075_match_1_melan_patch170.png,75,melan,412,412
/content/Patches_Apr27/case_38_match_8_melan_patch60.png,38,melan,323,323
/content/Patches_Apr27/case_34_match_1_melan_patch27.png,34,melan,260,260
/content/Patches_Apr27/case_066_match_4_melan_patch143.png,66,melan,107,108
/content/Patches_Apr27/case_065_match_1_melan_patch22.png,65,melan,252,252
/content/Patches_Apr27/case_95_match_1_melan_patch74.png,95,melan,183,184
/content/Patches_Apr27/case_065_match_8_melan_patch108.png,65,melan,341,340
/content/Patches_Apr27/case_85_match_1_melan_patch80.png,85,melan,208,207
/content/Patches_Apr27/case_21_match_1_melan_patch138.png,21,melan,348,347
/content/Patches_Apr27/case_057_match_1_melan_patch29.png,57,melan,1391,1392
/content/Patches_Apr27/case_26_unmatched_4_melan_patch26.png,26,melan,143,143
/content/Patches_Apr27/case_065_match_8_melan_patch54.png,65,melan,248,248
/content/Patches_Apr27/case_25_match_2_melan_patch45.png,25,melan,163,164
/content/Patches_Apr27/case_19_unmatched_1_melan_patch126.png,19,melan,164,163
/content/Patches_Apr27/case_30_match_1_melan_patch85.png,30,melan,92,92
/content/Patches_Apr27/case_25_match_1_melan_patch12.png,25,melan,171,171
/content/Patches_Apr27/case_073_match_1_melan_patch249.png,73,melan,191,192
/content/Patches_Apr27/case_34_match_1_melan_patch55.png,34,melan,320,320
/content/Patches_Apr27/case_30_match_1_melan_patch101.png,30,melan,111,111
/content/Patches_Apr27/case_38_match_8_melan_patch59.png,38,melan,55,55
/content/Patches_Apr27/case_38_match_8_melan_patch126.png,38,melan,87,87
/content/Patches_Apr27/case_073_match_1_melan_patch284.png,73,melan,288,288
/content/Patches_Apr27/case_26_unmatched_3_melan_patch7.png,26,melan,176,176
/content/Patches_Apr27/case_073_match_1_melan_patch77.png,73,melan,143,144
/content/Patches_Apr27/case_5_match_1_melan_patch98.png,5,melan,63,63
/content/Patches_Apr27/case_48_match_1_melan_patch11.png,48,melan,248,247
/content/Patches_Apr27/case_4_unmatched_1_melan_patch127.png,4,melan,144,144
/content/Patches_Apr27/case_100_match_1_melan_patch51.png,100,melan,184,184
/content/Patches_Apr27/case_19_unmatched_2_melan_patch105.png,19,melan,347,348
/content/Patches_Apr27/case_057_match_2_melan_patch108.png,57,melan,264,263
/content/Patches_Apr27/case_100_match_1_melan_patch168.png,100,melan,167,167
/content/Patches_Apr27/case_15_match_1_melan_patch104.png,15,melan,127,127
/content/Patches_Apr27/case_056_match_1_melan_patch33.png,56,melan,348,347
/content/Patches_Apr27/case_50_match_2_melan_patch130.png,50,melan,160,159
/content/Patches_Apr27/case_069_match_1_melan_patch54.png,69,melan,131,131
/content/Patches_Apr27/case_9_match_1_melan_patch23.png,9,melan,267,267
/content/Patches_Apr27/case_50_match_1_melan_patch0.png,50,melan,416,416
/content/Patches_Apr27/case_30_match_1_melan_patch87.png,30,melan,64,63
/content/Patches_Apr27/case_28_unmatched_1_melan_patch103.png,28,melan,151,151
/content/Patches_Apr27/case_50_match_2_melan_patch269.png,50,melan,51,51
/content/Patches_Apr27/case_44_match_1_melan_patch41.png,44,melan,108,107
/content/Patches_Apr27/case_82_match_1_melan_patch90.png,82,melan,163,164
/content/Patches_Apr27/case_51_match_1_melan_patch12.png,51,melan,272,272
/content/Patches_Apr27/case_065_match_6_melan_patch124.png,65,melan,276,275
/content/Patches_Apr27/case_38_match_8_melan_patch70.png,38,melan,348,347
/content/Patches_Apr27/case_50_match_3_melan_patch117.png,50,melan,119,119
/content/Patches_Apr27/case_064_match_4_melan_patch56.png,64,melan,347,347
/content/Patches_Apr27/case_073_unmatched_4_melan_patch61.png,73,melan,191,191
/content/Patches_Apr27/case_34_unmatched_1_melan_patch56.png,34,melan,205,207
/content/Patches_Apr27/case_22_match_1_melan_patch147.png,22,melan,108,108
/content/Patches_Apr27/case_073_match_1_melan_patch399.png,73,melan,331,331
/content/Patches_Apr27/case_82_match_1_melan_patch139.png,82,melan,256,255
/content/Patches_Apr27/case_86_match_2_melan_patch8.png,86,melan,148,147
/content/Patches_Apr27/case_40_match_4_melan_patch61.png,40,melan,207,207
/content/Patches_Apr27/case_065_match_2_melan_patch79.png,65,melan,388,388
/content/Patches_Apr27/case_065_match_8_melan_patch159.png,65,melan,108,108
/content/Patches_Apr27/case_065_match_10_melan_patch168.png,65,melan,359,359
/content/Patches_Apr27/case_22_match_1_melan_patch123.png,22,melan,127,127
/content/Patches_Apr27/case_21_unmatched_4_melan_patch108.png,21,melan,287,288
/content/Patches_Apr27/case_066_match_4_melan_patch89.png,66,melan,168,168
/content/Patches_Apr27/case_48_match_2_melan_patch42.png,48,melan,279,280
/content/Patches_Apr27/case_22_unmatched_12_melan_patch9.png,22,melan,139,140
/content/Patches_Apr27/case_50_match_3_melan_patch14.png,50,melan,208,207
/content/Patches_Apr27/case_19_match_2_melan_patch139.png,19,melan,155,156
/content/Patches_Apr27/case_79_match_1_melan_patch25.png,79,melan,212,212
/content/Patches_Apr27/case_43_match_1_melan_patch31.png,43,melan,287,287
/content/Patches_Apr27/case_26_unmatched_5_melan_patch12.png,26,melan,196,196
/content/Patches_Apr27/case_78_match_1_melan_patch83.png,78,melan,132,133
/content/Patches_Apr27/case_4_match_1_melan_patch8.png,4,melan,96,96
/content/Patches_Apr27/case_073_match_1_melan_patch136.png,73,melan,224,224
/content/Patches_Apr27/case_064_match_1_melan_patch278.png,64,melan,88,88
/content/Patches_Apr27/case_97_match_1_melan_patch46.png,97,melan,131,130
/content/Patches_Apr27/case_15_match_2_melan_patch22.png,15,melan,192,192
/content/Patches_Apr27/case_26_match_1_melan_patch114.png,26,melan,108,108
/content/Patches_Apr27/case_3_unmatched_1_melan_patch31.png,3,melan,136,136
/content/Patches_Apr27/case_21_match_1_melan_patch31.png,21,melan,527,527
/content/Patches_Apr27/case_053_match_1_melan_patch58.png,53,melan,264,263
/content/Patches_Apr27/case_79_match_3_melan_patch148.png,79,melan,364,364
/content/Patches_Apr27/case_065_match_3_melan_patch11.png,65,melan,236,235
/content/Patches_Apr27/case_87_match_1_melan_patch93.png,87,melan,139,139
/content/Patches_Apr27/case_070_match_5_melan_patch2.png,70,melan,819,819
/content/Patches_Apr27/case_066_match_1_melan_patch13.png,66,melan,279,279
/content/Patches_Apr27/case_066_match_1_melan_patch22.png,66,melan,268,267
/content/Patches_Apr27/case_47_match_1_melan_patch182.png,47,melan,74,74
/content/Patches_Apr27/case_50_match_2_melan_patch153.png,50,melan,221,221
/content/Patches_Apr27/case_43_match_1_melan_patch36.png,43,melan,192,192
/content/Patches_Apr27/case_2_match_1_melan_patch59.png,2,melan,76,75
/content/Patches_Apr27/case_82_match_1_melan_patch273.png,82,melan,308,307
/content/Patches_Apr27/case_97_match_4_melan_patch20.png,97,melan,257,257
/content/Patches_Apr27/case_057_match_3_melan_patch174.png,57,melan,220,219
/content/Patches_Apr27/case_86_match_1_melan_patch47.png,86,melan,288,287
/content/Patches_Apr27/case_064_match_3_melan_patch4.png,64,melan,50,50
/content/Patches_Apr27/case_49_match_1_melan_patch39.png,49,melan,1360,1360
/content/Patches_Apr27/case_98_match_1_melan_patch93.png,98,melan,152,152
/content/Patches_Apr27/case_22_match_2_melan_patch227.png,22,melan,87,87
/content/Patches_Apr27/case_15_match_2_melan_patch80.png,15,melan,204,203
/content/Patches_Apr27/case_48_match_1_melan_patch55.png,48,melan,248,248
/content/Patches_Apr27/case_057_match_3_melan_patch96.png,57,melan,292,291
/content/Patches_Apr27/case_069_match_1_melan_patch43.png,69,melan,107,107
/content/Patches_Apr27/case_92_match_1_melan_patch124.png,92,melan,152,152
/content/Patches_Apr27/case_065_match_9_melan_patch61.png,65,melan,108,107
/content/Patches_Apr27/case_94_match_1_melan_patch102.png,94,melan,172,171
/content/Patches_Apr27/case_9_match_1_melan_patch10.png,9,melan,292,291
/content/Patches_Apr27/case_50_match_3_melan_patch233.png,50,melan,184,184
/content/Patches_Apr27/case_86_match_1_melan_patch96.png,86,melan,147,147
/content/Patches_Apr27/case_34_unmatched_1_melan_patch65.png,34,melan,427,428
/content/Patches_Apr27/case_94_match_1_melan_patch61.png,94,melan,172,171
/content/Patches_Apr27/case_87_match_1_melan_patch21.png,87,melan,191,192
/content/Patches_Apr27/case_9_match_1_melan_patch16.png,9,melan,176,176
/content/Patches_Apr27/case_94_match_1_melan_patch36.png,94,melan,508,507
/content/Patches_Apr27/case_30_match_1_melan_patch38.png,30,melan,108,108
/content/Patches_Apr27/case_42_match_1_melan_patch104.png,42,melan,479,479
/content/Patches_Apr27/case_48_match_2_melan_patch39.png,48,melan,319,319
/content/Patches_Apr27/case_065_match_4_melan_patch35.png,65,melan,164,164
/content/Patches_Apr27/case_15_match_1_melan_patch135.png,15,melan,104,104
/content/Patches_Apr27/case_057_match_3_melan_patch149.png,57,melan,319,319
/content/Patches_Apr27/case_057_match_2_melan_patch128.png,57,melan,339,339
/content/Patches_Apr27/case_82_match_1_melan_patch27.png,82,melan,180,180
/content/Patches_Apr27/case_100_match_1_melan_patch43.png,100,melan,219,220
/content/Patches_Apr27/case_15_match_1_melan_patch43.png,15,melan,163,163
/content/Patches_Apr27/case_91_match_1_melan_patch14.png,91,melan,2052,2052
/content/Patches_Apr27/case_058_match_1_melan_patch220.png,58,melan,59,59
/content/Patches_Apr27/case_86_match_2_melan_patch54.png,86,melan,136,135
/content/Patches_Apr27/case_34_unmatched_1_melan_patch28.png,34,melan,448,448
/content/Patches_Apr27/case_40_match_1_melan_patch26.png,40,melan,103,103
/content/Patches_Apr27/case_055_match_1_melan_patch100.png,55,melan,159,160
/content/Patches_Apr27/case_15_unmatched_10_melan_patch102.png,15,melan,231,232
/content/Patches_Apr27/case_22_unmatched_12_melan_patch45.png,22,melan,112,111
/content/Patches_Apr27/case_84_match_1_melan_patch171.png,84,melan,51,51
/content/Patches_Apr27/case_86_match_1_melan_patch15.png,86,melan,299,299
/content/Patches_Apr27/case_15_unmatched_11_melan_patch53.png,15,melan,256,256
/content/Patches_Apr27/case_053_match_1_melan_patch42.png,53,melan,263,263
/content/Patches_Apr27/case_36_match_2_melan_patch67.png,36,melan,116,116
/content/Patches_Apr27/case_45_match_1_melan_patch33.png,45,melan,184,184
/content/Patches_Apr27/case_28_match_1_melan_patch31.png,28,melan,207,207
/content/Patches_Apr27/case_44_match_2_melan_patch20.png,44,melan,104,103
/content/Patches_Apr27/case_79_match_3_melan_patch57.png,79,melan,191,190
/content/Patches_Apr27/case_069_match_1_melan_patch21.png,69,melan,199,199
/content/Patches_Apr27/case_26_unmatched_2_melan_patch77.png,26,melan,152,151
/content/Patches_Apr27/case_065_match_2_melan_patch87.png,65,melan,291,292
/content/Patches_Apr27/case_22_match_1_melan_patch106.png,22,melan,99,100
/content/Patches_Apr27/case_075_match_1_melan_patch166.png,75,melan,364,364
/content/Patches_Apr27/case_97_match_4_melan_patch145.png,97,melan,296,295
/content/Patches_Apr27/case_065_match_8_melan_patch87.png,65,melan,247,248
/content/Patches_Apr27/case_065_match_7_melan_patch3.png,65,melan,763,763
/content/Patches_Apr27/case_96_match_1_melan_patch152.png,96,melan,191,192
/content/Patches_Apr27/case_12_unmatched_1_melan_patch5.png,12,melan,71,72
/content/Patches_Apr27/case_32_match_1_melan_patch64.png,32,melan,107,108
/content/Patches_Apr27/case_28_match_1_melan_patch67.png,28,melan,148,147
/content/Patches_Apr27/case_055_match_1_melan_patch119.png,55,melan,168,168
/content/Patches_Apr27/case_87_match_1_melan_patch280.png,87,melan,216,216
/content/Patches_Apr27/case_97_match_1_melan_patch108.png,97,melan,340,340
/content/Patches_Apr27/case_070_match_1_melan_patch14.png,70,melan,436,436
/content/Patches_Apr27/case_3_unmatched_1_melan_patch67.png,3,melan,200,200
/content/Patches_Apr27/case_80_match_1_melan_patch59.png,80,melan,187,187
/content/Patches_Apr27/case_19_unmatched_1_melan_patch158.png,19,melan,104,103
/content/Patches_Apr27/case_058_match_1_melan_patch329.png,58,melan,148,147
/content/Patches_Apr27/case_24_unmatched_10_melan_patch48.png,24,melan,98,98
/content/Patches_Apr27/case_065_match_6_melan_patch5.png,65,melan,271,271
/content/Patches_Apr27/case_054_match_1_melan_patch71.png,54,melan,232,232
/content/Patches_Apr27/case_47_match_1_melan_patch207.png,47,melan,151,151
/content/Patches_Apr27/case_98_match_1_melan_patch37.png,98,melan,240,240
/content/Patches_Apr27/case_38_match_8_melan_patch6.png,38,melan,123,123
/content/Patches_Apr27/case_38_match_8_melan_patch86.png,38,melan,199,199
/content/Patches_Apr27/case_50_match_2_melan_patch298.png,50,melan,583,583
/content/Patches_Apr27/case_48_match_1_melan_patch62.png,48,melan,248,247
/content/Patches_Apr27/case_47_match_1_melan_patch142.png,47,melan,108,108
/content/Patches_Apr27/case_19_match_1_melan_patch146.png,19,melan,79,79
/content/Patches_Apr27/case_79_match_3_melan_patch56.png,79,melan,167,167
/content/Patches_Apr27/case_066_match_4_melan_patch122.png,66,melan,288,287
/content/Patches_Apr27/case_073_match_1_melan_patch18.png,73,melan,355,356
/content/Patches_Apr27/case_94_match_1_melan_patch93.png,94,melan,200,200
/content/Patches_Apr27/case_50_match_2_melan_patch147.png,50,melan,144,143
/content/Patches_Apr27/case_94_match_1_melan_patch159.png,94,melan,276,275
/content/Patches_Apr27/case_064_match_1_melan_patch215.png,64,melan,143,144
/content/Patches_Apr27/case_15_unmatched_10_melan_patch39.png,15,melan,123,123
/content/Patches_Apr27/case_84_match_1_melan_patch73.png,84,melan,271,272
/content/Patches_Apr27/case_48_match_2_melan_patch72.png,48,melan,215,215
/content/Patches_Apr27/case_038_match_11_melan_patch12.png,38,melan,2052,2051
/content/Patches_Apr27/case_22_unmatched_12_melan_patch91.png,22,melan,115,116
/content/Patches_Apr27/case_15_unmatched_11_melan_patch190.png,15,melan,399,399
/content/Patches_Apr27/case_070_match_5_melan_patch33.png,70,melan,192,191
/content/Patches_Apr27/case_2_match_1_melan_patch12.png,2,melan,215,215
/content/Patches_Apr27/case_066_match_1_melan_patch1.png,66,melan,288,288
/content/Patches_Apr27/case_92_match_1_melan_patch120.png,92,melan,147,147
/content/Patches_Apr27/case_069_match_1_melan_patch73.png,69,melan,96,96
/content/Patches_Apr27/case_4_unmatched_1_melan_patch45.png,4,melan,52,51
/content/Patches_Apr27/case_065_match_10_melan_patch85.png,65,melan,176,175
/content/Patches_Apr27/case_43_match_1_melan_patch56.png,43,melan,260,259
/content/Patches_Apr27/case_055_match_1_melan_patch138.png,55,melan,155,155
/content/Patches_Apr27/case_066_match_4_melan_patch43.png,66,melan,179,179
/content/Patches_Apr27/case_50_match_2_melan_patch252.png,50,melan,55,54
/content/Patches_Apr27/case_055_match_1_melan_patch71.png,55,melan,156,154
/content/Patches_Apr27/case_065_match_2_melan_patch82.png,65,melan,248,248
/content/Patches_Apr27/case_15_match_1_melan_patch215.png,15,melan,136,136
/content/Patches_Apr27/case_053_match_1_melan_patch43.png,53,melan,263,263
/content/Patches_Apr27/case_069_match_2_melan_patch9.png,69,melan,116,115
/content/Patches_Apr27/case_057_match_2_melan_patch133.png,57,melan,303,303
/content/Patches_Apr27/case_064_match_1_melan_patch139.png,64,melan,104,104
/content/Patches_Apr27/case_83_match_1_melan_patch174.png,83,melan,248,248
/content/Patches_Apr27/case_24_match_1_melan_patch54.png,24,melan,87,87
/content/Patches_Apr27/case_19_match_1_melan_patch80.png,19,melan,192,192
/content/Patches_Apr27/case_91_match_1_melan_patch53.png,91,melan,216,216
/content/Patches_Apr27/case_97_match_3_melan_patch44.png,97,melan,212,212
/content/Patches_Apr27/case_44_match_1_melan_patch42.png,44,melan,152,151
/content/Patches_Apr27/case_073_match_1_melan_patch105.png,73,melan,228,226
/content/Patches_Apr27/case_21_match_1_melan_patch137.png,21,melan,80,80
/content/Patches_Apr27/case_38_match_7_melan_patch156.png,38,melan,252,252
/content/Patches_Apr27/case_47_match_1_melan_patch123.png,47,melan,128,127
/content/Patches_Apr27/case_50_match_1_melan_patch2.png,50,melan,436,436
/content/Patches_Apr27/case_054_match_1_melan_patch33.png,54,melan,232,231
/content/Patches_Apr27/case_19_match_1_melan_patch99.png,19,melan,224,224
/content/Patches_Apr27/case_27_unmatched_9_melan_patch36.png,27,melan,59,59
/content/Patches_Apr27/case_51_match_1_melan_patch59.png,51,melan,276,276
/content/Patches_Apr27/case_26_unmatched_4_melan_patch38.png,26,melan,200,200
/content/Patches_Apr27/case_075_match_1_melan_patch93.png,75,melan,163,163
/content/Patches_Apr27/case_15_match_2_melan_patch88.png,15,melan,204,204
/content/Patches_Apr27/case_057_match_3_melan_patch81.png,57,melan,225,224
/content/Patches_Apr27/case_82_match_1_melan_patch299.png,82,melan,136,136
/content/Patches_Apr27/case_070_match_5_melan_patch51.png,70,melan,315,315
/content/Patches_Apr27/case_056_match_2_melan_patch65.png,56,melan,142,143
/content/Patches_Apr27/case_38_match_8_melan_patch32.png,38,melan,391,392
/content/Patches_Apr27/case_058_match_1_melan_patch328.png,58,melan,168,167
/content/Patches_Apr27/case_104_match_7_melan_patch21.png,104,melan,1344,1344
/content/Patches_Apr27/case_14_match_1_melan_patch54.png,14,melan,419,419
/content/Patches_Apr27/case_28_match_1_melan_patch6.png,28,melan,148,148
/content/Patches_Apr27/case_92_match_1_melan_patch90.png,92,melan,148,148
/content/Patches_Apr27/case_072_unmatched_5_melan_patch82.png,72,melan,699,700
/content/Patches_Apr27/case_19_unmatched_2_melan_patch42.png,19,melan,195,195
/content/Patches_Apr27/case_064_match_1_melan_patch182.png,64,melan,395,395
/content/Patches_Apr27/case_3_match_1_melan_patch3.png,3,melan,228,227
