path,case_number,stain,width,height
/content/Patches_Apr27/case_055_match_1_h&e_patch22.png,55,h&e,153,152
/content/Patches_Apr27/case_3_unmatched_3_h&e_patch57.png,3,h&e,244,243
/content/Patches_Apr27/case_064_match_2_h&e_patch14.png,64,h&e,315,315
/content/Patches_Apr27/case_12_unmatched_1_h&e_patch39.png,12,h&e,140,140
/content/Patches_Apr27/case_23_unmatched_2_h&e_patch121.png,23,h&e,104,103
/content/Patches_Apr27/case_38_match_8_h&e_patch112.png,38,h&e,320,319
/content/Patches_Apr27/case_058_match_1_h&e_patch145.png,58,h&e,144,144
/content/Patches_Apr27/case_26_unmatched_8_h&e_patch77.png,26,h&e,371,371
/content/Patches_Apr27/case_22_unmatched_11_h&e_patch46.png,22,h&e,183,183
/content/Patches_Apr27/case_11_unmatched_1_h&e_patch85.png,11,h&e,136,135
/content/Patches_Apr27/case_86_match_1_h&e_patch37.png,86,h&e,280,280
/content/Patches_Apr27/case_97_match_2_h&e_patch21.png,97,h&e,231,231
/content/Patches_Apr27/case_7_match_1_h&e_patch113.png,7,h&e,104,104
/content/Patches_Apr27/case_48_match_1_h&e_patch22.png,48,h&e,212,212
/content/Patches_Apr27/case_26_unmatched_12_h&e_patch26.png,26,h&e,107,107
/content/Patches_Apr27/case_12_unmatched_1_h&e_patch84.png,12,h&e,95,95
/content/Patches_Apr27/case_40_match_1_h&e_patch73.png,40,h&e,184,184
/content/Patches_Apr27/case_27_match_1_h&e_patch57.png,27,h&e,324,324
/content/Patches_Apr27/case_4_match_1_h&e_patch5.png,4,h&e,196,195
/content/Patches_Apr27/case_83_match_1_h&e_patch152.png,83,h&e,136,135
/content/Patches_Apr27/case_22_unmatched_6_h&e_patch93.png,22,h&e,272,271
/content/Patches_Apr27/case_97_unmatched_11_h&e_patch99.png,97,h&e,91,91
/content/Patches_Apr27/case_19_unmatched_3_h&e_patch19.png,19,h&e,191,191
/content/Patches_Apr27/case_86_match_1_h&e_patch100.png,86,h&e,192,192
/content/Patches_Apr27/case_15_unmatched_2_h&e_patch58.png,15,h&e,208,208
/content/Patches_Apr27/case_25_match_1_h&e_patch23.png,25,h&e,184,183
/content/Patches_Apr27/case_11_unmatched_3_h&e_patch7.png,11,h&e,319,319
/content/Patches_Apr27/case_19_unmatched_4_h&e_patch121.png,19,h&e,139,138
/content/Patches_Apr27/case_12_unmatched_1_h&e_patch22.png,12,h&e,107,107
/content/Patches_Apr27/case_94_match_1_h&e_patch72.png,94,h&e,179,179
/content/Patches_Apr27/case_25_unmatched_2_h&e_patch24.png,25,h&e,419,419
/content/Patches_Apr27/case_065_match_8_h&e_patch110.png,65,h&e,308,308
/content/Patches_Apr27/case_50_match_2_h&e_patch363.png,50,h&e,196,196
/content/Patches_Apr27/case_96_match_1_h&e_patch33.png,96,h&e,143,143
/content/Patches_Apr27/case_92_match_1_h&e_patch34.png,92,h&e,168,168
/content/Patches_Apr27/case_15_unmatched_9_h&e_patch155.png,15,h&e,220,220
/content/Patches_Apr27/case_24_unmatched_8_h&e_patch93.png,24,h&e,200,200
/content/Patches_Apr27/case_075_unmatched_1_h&e_patch16.png,75,h&e,344,344
/content/Patches_Apr27/case_24_unmatched_5_h&e_patch16.png,24,h&e,128,127
/content/Patches_Apr27/case_22_unmatched_11_h&e_patch60.png,22,h&e,215,215
/content/Patches_Apr27/case_21_unmatched_3_h&e_patch43.png,21,h&e,543,544
/content/Patches_Apr27/case_28_unmatched_3_h&e_patch146.png,28,h&e,224,224
/content/Patches_Apr27/case_21_unmatched_2_h&e_patch110.png,21,h&e,216,216
/content/Patches_Apr27/case_14_unmatched_1_h&e_patch64.png,14,h&e,91,91
/content/Patches_Apr27/case_066_match_2_h&e_patch4.png,66,h&e,59,59
/content/Patches_Apr27/case_24_match_2_h&e_patch89.png,24,h&e,172,171
/content/Patches_Apr27/case_2_unmatched_2_h&e_patch71.png,2,h&e,191,191
/content/Patches_Apr27/case_97_unmatched_6_h&e_patch93.png,97,h&e,131,131
/content/Patches_Apr27/case_44_match_1_h&e_patch97.png,44,h&e,75,76
/content/Patches_Apr27/case_22_unmatched_11_h&e_patch53.png,22,h&e,160,159
/content/Patches_Apr27/case_28_unmatched_4_h&e_patch22.png,28,h&e,715,715
/content/Patches_Apr27/case_88_match_1_h&e_patch46.png,88,h&e,184,184
/content/Patches_Apr27/case_064_match_1_h&e_patch165.png,64,h&e,399,399
/content/Patches_Apr27/case_14_match_1_h&e_patch17.png,14,h&e,284,283
/content/Patches_Apr27/case_4_unmatched_2_h&e_patch68.png,4,h&e,87,88
/content/Patches_Apr27/case_26_unmatched_11_h&e_patch187.png,26,h&e,123,123
